fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240507 181932	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	808	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.342126516477198	0.792927577975186	2001	1430	11785	60732676.161919	45
20240507 185336	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1756	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.224025365044707	0.710020618268903	37	700	13011	60374316.3418291	46
20240507 210140	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	899	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.181980252785548	0.714155987080872	2041	894	13098	61187079.4602699	47
20240507 224220	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	163	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.394908383947065	0.86903085059452	565	1217	10696	60106062.9685157	48
20240508 004141	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	429	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.242445612477932	0.710735488056108	1995	905	11895	60840157.4212894	49
20240508 023708	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	210	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.232155701286228	0.576500656974554	1858	1438	12190	61039655.1724138	50
20240508 044914	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1419	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.0305258249185104	0.861989505483347	1613	1280	12684	61073037.4812594	51
20240508 064537	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	422	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.289011924807584	0.545843294192173	1481	2000	13064	60767700.149925	52
20240508 084612	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	786	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.421154948516386	0.633490654806456	1682	1347	12821	61315890.5547226	53
20240508 105350	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3462	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.0289950849762446	0.628640844265423	2048	1361	14647	58771503.7481259	54
20240508 125600	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	734	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.358192895026368	0.670968310884774	1628	1510	14091	60984991.0044978	55
20240508 151102	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	279	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.339532679132947	0.500244348905502	1965	1308	10685	60992496.2518741	56
20240508 172432	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	314	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.291805749879232	0.592462821055685	1494	1238	11872	60248527.7361319	57
20240508 192523	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	354	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.372833014963472	0.708471777377851	2047	1585	12554	60672632.6836582	58
20240508 221630	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	962	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.0698336905493116	0.899597650209765	1202	765	14443	60790880.05997	59
20240509 000442	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	210	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.336542828660603	0.703858682782327	1887	2000	10674	61450263.868066	60
20240509 014830	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	126	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.339773228370551	0.706324142914463	1862	2000	10953	61177041.9790105	61
20240509 032736	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	207	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.341767183440325	0.696897298104104	2048	1626	13450	60903373.3133433	62
20240509 045613	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.378656030255053	0.727758234368832	2045	2000	13572	62452875.5622189	63
20240509 062452	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	641	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.389789814039621	0.740079845311626	2046	2000	11940	62016221.8890555	64
20240509 075311	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.394884272382953	0.740731434350182	2048	1999	11234	60360788.6056972	65
20240509 092153	1061	301494	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100069	0.3734299886323	0.719589298438251	2041	2000	11639	60811155.922039	66
