fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240507 020934	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1159	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0658341575455243	0.547804157236064	653	1386	12191	61668019.4902549	24
20240507 054253	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2659	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0552836263867891	0.50017935774314	707	1343	11699	60243629.6851574	25
20240507 084805	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	646	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0755750684602209	0.710285238042876	722	1741	11845	61115134.9325337	26
20240508 000914	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1665	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0831450711003169	0.748429840585492	654	1050	14657	60371488.7556222	27
20240508 014914	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1348	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.086086321894191	0.571459927243166	727	2000	11352	61263400.2998501	28
20240508 033219	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1692	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0884698788490335	0.553169040677212	711	2000	11914	60812362.8185907	29
20240508 050817	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2829	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0543286632555684	0.764056837644895	789	2000	15139	60161650.6746627	30
20240508 070515	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	513	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.113112484409075	0.509442671556963	652	1745	11462	61866953.5232384	31
20240508 085257	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	994	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.120202380040236	0.500115476063733	639	1759	11749	61433299.850075	32
20240508 134545	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1125	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.117965122139322	0.500558085177334	603	1765	11210	60546971.5142429	33
20240508 153005	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1076	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.114513302730292	0.506765929021281	665	1717	11589	61120556.2218891	34
20240508 172310	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1225	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.112435245637859	0.530517435246244	596	1432	11623	61402184.4077961	35
20240508 185622	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	916	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.100342745054059	0.623267750640185	636	1999	11893	61574133.4332834	36
